,Squad,Gls,xG,Player,DateParse,P_color,S_color,Min,xA,Ast
4508,Arsenal,1,0.5,Alexandre Lacazette,2017-09-09,#ef0107 , #023474,75.0,0.1,0
4509,Arsenal,0,0.1,Olivier Giroud,2017-09-09,#ef0107 , #023474,15.0,0.0,0
4510,Arsenal,2,0.5,Danny Welbeck,2017-09-09,#ef0107 , #023474,75.0,0.1,1
4511,Arsenal,0,0.1,Alexis Sánchez,2017-09-09,#ef0107 , #023474,15.0,0.1,0
4512,Arsenal,0,0.2,Mesut Özil,2017-09-09,#ef0107 , #023474,90.0,0.1,0
4513,Arsenal,0,0.1,Sead Kolašinac,2017-09-09,#ef0107 , #023474,90.0,0.2,1
4514,Arsenal,0,0.0,Héctor Bellerín,2017-09-09,#ef0107 , #023474,90.0,0.1,0
4515,Arsenal,0,0.1,Granit Xhaka,2017-09-09,#ef0107 , #023474,90.0,0.0,0
4516,Arsenal,0,0.0,Aaron Ramsey,2017-09-09,#ef0107 , #023474,67.0,0.3,1
4517,Arsenal,0,0.0,Francis Coquelin,2017-09-09,#ef0107 , #023474,14.0,0.0,0
4518,Arsenal,0,0.0,Nacho Monreal,2017-09-09,#ef0107 , #023474,90.0,0.0,0
4519,Arsenal,0,0.0,Shkodran Mustafi,2017-09-09,#ef0107 , #023474,90.0,0.0,0
4520,Arsenal,0,0.1,Laurent Koscielny,2017-09-09,#ef0107 , #023474,90.0,0.0,0
4521,Arsenal,0,0.0,Petr Čech,2017-09-09,#ef0107 , #023474,90.0,0.0,0
4550,Arsenal,0,0.5,Alexandre Lacazette,2017-10-01,#ef0107 , #023474,71.0,0.2,0
4551,Arsenal,0,0.1,Olivier Giroud,2017-10-01,#ef0107 , #023474,19.0,0.0,0
4552,Arsenal,0,0.5,Alexis Sánchez,2017-10-01,#ef0107 , #023474,90.0,0.7,1
4553,Arsenal,1,0.4,Alex Iwobi,2017-10-01,#ef0107 , #023474,71.0,0.1,0
4554,Arsenal,0,0.0,Theo Walcott,2017-10-01,#ef0107 , #023474,19.0,0.0,0
4555,Arsenal,0,0.0,Sead Kolašinac,2017-10-01,#ef0107 , #023474,90.0,0.4,0
4556,Arsenal,0,0.1,Granit Xhaka,2017-10-01,#ef0107 , #023474,83.0,0.0,0
4557,Arsenal,0,0.0,Mohamed Elneny,2017-10-01,#ef0107 , #023474,7.0,0.0,0
4558,Arsenal,0,0.3,Aaron Ramsey,2017-10-01,#ef0107 , #023474,90.0,0.0,0
4559,Arsenal,0,0.0,Héctor Bellerín,2017-10-01,#ef0107 , #023474,90.0,0.0,0
4560,Arsenal,1,0.1,Nacho Monreal,2017-10-01,#ef0107 , #023474,90.0,0.0,0
4561,Arsenal,0,0.2,Shkodran Mustafi,2017-10-01,#ef0107 , #023474,90.0,0.0,0
4562,Arsenal,0,0.0,Rob Holding,2017-10-01,#ef0107 , #023474,90.0,0.0,0
4563,Arsenal,0,0.0,Petr Čech,2017-10-01,#ef0107 , #023474,90.0,0.0,0
4592,Arsenal,1,0.2,Alexandre Lacazette,2018-05-06,#ef0107 , #023474,72.0,0.1,1
4593,Arsenal,0,0.0,Danny Welbeck,2018-05-06,#ef0107 , #023474,18.0,0.0,0
4594,Arsenal,2,1.3,Pierre-Emerick Aubameyang,2018-05-06,#ef0107 , #023474,90.0,0.2,1
4595,Arsenal,0,0.1,Henrikh Mkhitaryan,2018-05-06,#ef0107 , #023474,90.0,0.2,0
4596,Arsenal,0,0.1,Jack Wilshere,2018-05-06,#ef0107 , #023474,72.0,0.1,1
4597,Arsenal,0,0.2,Aaron Ramsey,2018-05-06,#ef0107 , #023474,18.0,0.0,0
4598,Arsenal,0,0.0,Granit Xhaka,2018-05-06,#ef0107 , #023474,90.0,0.0,0
4599,Arsenal,1,0.2,Alex Iwobi,2018-05-06,#ef0107 , #023474,90.0,0.1,0
4600,Arsenal,1,0.1,Sead Kolašinac,2018-05-06,#ef0107 , #023474,90.0,0.0,0
4601,Arsenal,0,0.0,Konstantinos Mavropanos,2018-05-06,#ef0107 , #023474,90.0,0.0,0
4602,Arsenal,0,0.0,Calum Chambers,2018-05-06,#ef0107 , #023474,77.0,0.0,0
4603,Arsenal,0,0.0,Per Mertesacker,2018-05-06,#ef0107 , #023474,13.0,0.0,0
4604,Arsenal,0,0.0,Héctor Bellerín,2018-05-06,#ef0107 , #023474,90.0,0.6,2
4605,Arsenal,0,0.0,Petr Čech,2018-05-06,#ef0107 , #023474,90.0,0.0,0
4648,Arsenal,0,0.6,Alexandre Lacazette,2018-01-03,#ef0107 , #023474,80.0,0.0,0
4649,Arsenal,0,0.0,Danny Welbeck,2018-01-03,#ef0107 , #023474,10.0,0.0,0
4650,Arsenal,0,0.9,Alexis Sánchez,2018-01-03,#ef0107 , #023474,90.0,0.4,0
4651,Arsenal,0,0.0,Mesut Özil,2018-01-03,#ef0107 , #023474,90.0,0.3,0
4652,Arsenal,0,0.0,Granit Xhaka,2018-01-03,#ef0107 , #023474,90.0,0.0,0
4653,Arsenal,1,0.2,Jack Wilshere,2018-01-03,#ef0107 , #023474,90.0,0.0,0
4654,Arsenal,0,0.0,Ainsley Maitland-Niles,2018-01-03,#ef0107 , #023474,90.0,0.2,0
4655,Arsenal,1,0.2,Héctor Bellerín,2018-01-03,#ef0107 , #023474,90.0,0.3,0
4656,Arsenal,0,0.0,Rob Holding,2018-01-03,#ef0107 , #023474,90.0,0.0,0
4657,Arsenal,0,0.1,Shkodran Mustafi,2018-01-03,#ef0107 , #023474,90.0,0.0,0
4658,Arsenal,0,0.0,Calum Chambers,2018-01-03,#ef0107 , #023474,88.0,0.0,0
4659,Arsenal,0,0.0,Theo Walcott,2018-01-03,#ef0107 , #023474,2.0,0.0,0
4660,Arsenal,0,0.0,Petr Čech,2018-01-03,#ef0107 , #023474,90.0,0.0,0
4689,Arsenal,1,0.9,Alexandre Lacazette,2018-01-20,#ef0107 , #023474,90.0,0.1,0
4690,Arsenal,1,0.5,Alex Iwobi,2018-01-20,#ef0107 , #023474,82.0,0.0,0
4691,Arsenal,0,0.0,Sead Kolašinac,2018-01-20,#ef0107 , #023474,8.0,0.0,0
4692,Arsenal,0,0.1,Granit Xhaka,2018-01-20,#ef0107 , #023474,90.0,0.3,1
4693,Arsenal,0,0.0,Jack Wilshere,2018-01-20,#ef0107 , #023474,90.0,0.5,0
4694,Arsenal,0,0.0,Mesut Özil,2018-01-20,#ef0107 , #023474,72.0,0.5,1
4695,Arsenal,0,0.0,Reiss Nelson,2018-01-20,#ef0107 , #023474,18.0,0.0,0
4696,Arsenal,0,0.0,Mohamed Elneny,2018-01-20,#ef0107 , #023474,90.0,0.0,0
4697,Arsenal,1,0.3,Nacho Monreal,2018-01-20,#ef0107 , #023474,34.0,0.9,2
4698,Arsenal,0,0.0,Ainsley Maitland-Niles,2018-01-20,#ef0107 , #023474,56.0,0.0,0
4699,Arsenal,0,0.0,Shkodran Mustafi,2018-01-20,#ef0107 , #023474,90.0,0.0,0
4700,Arsenal,1,0.7,Laurent Koscielny,2018-01-20,#ef0107 , #023474,90.0,0.0,0
4701,Arsenal,0,0.0,Héctor Bellerín,2018-01-20,#ef0107 , #023474,90.0,0.1,0
4702,Arsenal,0,0.0,Petr Čech,2018-01-20,#ef0107 , #023474,90.0,0.0,0
4730,Arsenal,1,0.7,Pierre-Emerick Aubameyang,2018-02-03,#ef0107 , #023474,90.0,0.0,0
4731,Arsenal,0,0.1,Henrikh Mkhitaryan,2018-02-03,#ef0107 , #023474,90.0,1.1,3
4732,Arsenal,0,0.0,Alex Iwobi,2018-02-03,#ef0107 , #023474,90.0,0.0,1
4733,Arsenal,0,0.1,Mesut Özil,2018-02-03,#ef0107 , #023474,90.0,0.5,0
4734,Arsenal,0,0.1,Granit Xhaka,2018-02-03,#ef0107 , #023474,90.0,0.1,0
4735,Arsenal,3,0.8,Aaron Ramsey,2018-02-03,#ef0107 , #023474,75.0,0.1,0
4736,Arsenal,0,0.0,Jack Wilshere,2018-02-03,#ef0107 , #023474,15.0,0.0,0
4737,Arsenal,0,0.4,Nacho Monreal,2018-02-03,#ef0107 , #023474,45.0,0.0,0
4738,Arsenal,0,0.0,Sead Kolašinac,2018-02-03,#ef0107 , #023474,45.0,0.0,0
4739,Arsenal,1,0.7,Laurent Koscielny,2018-02-03,#ef0107 , #023474,90.0,0.0,0
4740,Arsenal,0,0.0,Shkodran Mustafi,2018-02-03,#ef0107 , #023474,90.0,0.0,1
4741,Arsenal,0,0.0,Héctor Bellerín,2018-02-03,#ef0107 , #023474,90.0,0.0,0
4742,Arsenal,0,0.0,Petr Čech,2018-02-03,#ef0107 , #023474,70.0,0.0,0
4743,Arsenal,0,0.0,David Ospina,2018-02-03,#ef0107 , #023474,20.0,0.0,0
4786,Arsenal,1,0.2,Alexandre Lacazette,2017-11-29,#ef0107 , #023474,45.0,0.0,0
4787,Arsenal,2,1.9,Olivier Giroud,2017-11-29,#ef0107 , #023474,45.0,0.0,0
4788,Arsenal,1,0.3,Alexis Sánchez,2017-11-29,#ef0107 , #023474,73.0,0.2,0
4789,Arsenal,0,0.1,Danny Welbeck,2017-11-29,#ef0107 , #023474,17.0,0.0,0
4790,Arsenal,1,0.4,Mesut Özil,2017-11-29,#ef0107 , #023474,90.0,0.7,2
4791,Arsenal,0,0.8,Sead Kolašinac,2017-11-29,#ef0107 , #023474,90.0,0.2,1
4792,Arsenal,0,0.0,Héctor Bellerín,2017-11-29,#ef0107 , #023474,90.0,0.2,0
4793,Arsenal,0,0.1,Granit Xhaka,2017-11-29,#ef0107 , #023474,90.0,0.0,0
4794,Arsenal,0,0.0,Aaron Ramsey,2017-11-29,#ef0107 , #023474,73.0,0.9,2
4795,Arsenal,0,0.0,Jack Wilshere,2017-11-29,#ef0107 , #023474,17.0,0.0,0
4796,Arsenal,0,0.0,Nacho Monreal,2017-11-29,#ef0107 , #023474,90.0,0.0,0
4797,Arsenal,0,0.1,Shkodran Mustafi,2017-11-29,#ef0107 , #023474,90.0,0.0,0
4798,Arsenal,0,0.0,Laurent Koscielny,2017-11-29,#ef0107 , #023474,90.0,0.0,0
4799,Arsenal,0,0.0,Petr Čech,2017-11-29,#ef0107 , #023474,90.0,0.0,0
4814,Arsenal,1,0.3,Alexandre Lacazette,2017-08-11,#ef0107 , #023474,90.0,0.3,0
4815,Arsenal,1,0.7,Danny Welbeck,2017-08-11,#ef0107 , #023474,75.0,0.2,0
4816,Arsenal,0,0.0,Theo Walcott,2017-08-11,#ef0107 , #023474,15.0,0.0,0
4817,Arsenal,0,0.3,Mesut Özil,2017-08-11,#ef0107 , #023474,90.0,0.4,0
4818,Arsenal,0,0.1,Granit Xhaka,2017-08-11,#ef0107 , #023474,90.0,0.3,2
4819,Arsenal,0,0.0,Mohamed Elneny,2017-08-11,#ef0107 , #023474,67.0,0.1,1
4820,Arsenal,1,0.3,Aaron Ramsey,2017-08-11,#ef0107 , #023474,23.0,0.2,0
4821,Arsenal,0,0.2,Alex Oxlade-Chamberlain,2017-08-11,#ef0107 , #023474,90.0,0.1,0
4822,Arsenal,0,0.2,Héctor Bellerín,2017-08-11,#ef0107 , #023474,90.0,0.0,0
4823,Arsenal,0,0.0,Sead Kolašinac,2017-08-11,#ef0107 , #023474,90.0,0.5,1
4824,Arsenal,0,0.0,Nacho Monreal,2017-08-11,#ef0107 , #023474,90.0,0.0,0
4825,Arsenal,0,0.0,Rob Holding,2017-08-11,#ef0107 , #023474,67.0,0.0,0
4826,Arsenal,1,0.1,Olivier Giroud,2017-08-11,#ef0107 , #023474,23.0,0.1,0
4827,Arsenal,0,0.0,Petr Čech,2017-08-11,#ef0107 , #023474,90.0,0.0,0
4857,Arsenal,0,0.1,Alexandre Lacazette,2017-12-22,#ef0107 , #023474,90.0,0.3,1
4858,Arsenal,1,0.2,Alexis Sánchez,2017-12-22,#ef0107 , #023474,89.0,0.1,0
4859,Arsenal,0,0.0,Theo Walcott,2017-12-22,#ef0107 , #023474,1.0,0.0,0
4860,Arsenal,0,0.0,Alex Iwobi,2017-12-22,#ef0107 , #023474,78.0,0.0,1
4861,Arsenal,0,0.0,Danny Welbeck,2017-12-22,#ef0107 , #023474,12.0,0.0,0
4862,Arsenal,1,0.4,Mesut Özil,2017-12-22,#ef0107 , #023474,90.0,0.0,0
4863,Arsenal,1,0.1,Granit Xhaka,2017-12-22,#ef0107 , #023474,90.0,0.0,0
4864,Arsenal,0,0.0,Jack Wilshere,2017-12-22,#ef0107 , #023474,90.0,0.0,0
4865,Arsenal,0,0.0,Ainsley Maitland-Niles,2017-12-22,#ef0107 , #023474,90.0,0.0,0
4866,Arsenal,0,0.0,Nacho Monreal,2017-12-22,#ef0107 , #023474,45.0,0.0,0
4867,Arsenal,0,0.0,Shkodran Mustafi,2017-12-22,#ef0107 , #023474,45.0,0.0,0
4868,Arsenal,0,0.0,Laurent Koscielny,2017-12-22,#ef0107 , #023474,90.0,0.0,0
4869,Arsenal,0,0.0,Héctor Bellerín,2017-12-22,#ef0107 , #023474,90.0,0.2,1
4870,Arsenal,0,0.0,Petr Čech,2017-12-22,#ef0107 , #023474,90.0,0.0,0
4901,Arsenal,0,0.8,Pierre-Emerick Aubameyang,2018-03-01,#ef0107 , #023474,90.0,0.1,0
4902,Arsenal,0,0.1,Danny Welbeck,2018-03-01,#ef0107 , #023474,90.0,0.0,0
4903,Arsenal,0,0.1,Henrikh Mkhitaryan,2018-03-01,#ef0107 , #023474,90.0,0.1,0
4904,Arsenal,0,0.1,Mesut Özil,2018-03-01,#ef0107 , #023474,90.0,0.1,0
4905,Arsenal,0,0.0,Granit Xhaka,2018-03-01,#ef0107 , #023474,90.0,0.0,0
4906,Arsenal,0,0.2,Aaron Ramsey,2018-03-01,#ef0107 , #023474,90.0,0.1,0
4907,Arsenal,0,0.0,Sead Kolašinac,2018-03-01,#ef0107 , #023474,90.0,0.0,0
4908,Arsenal,0,0.0,Laurent Koscielny,2018-03-01,#ef0107 , #023474,90.0,0.0,0
4909,Arsenal,0,0.0,Shkodran Mustafi,2018-03-01,#ef0107 , #023474,90.0,0.0,0
4910,Arsenal,0,0.0,Héctor Bellerín,2018-03-01,#ef0107 , #023474,90.0,0.1,0
4911,Arsenal,0,0.0,Petr Čech,2018-03-01,#ef0107 , #023474,90.0,0.0,0
4940,Arsenal,1,2.0,Alexandre Lacazette,2017-12-02,#ef0107 , #023474,90.0,0.1,0
4941,Arsenal,0,0.8,Alexis Sánchez,2017-12-02,#ef0107 , #023474,90.0,0.2,0
4942,Arsenal,0,0.2,Mesut Özil,2017-12-02,#ef0107 , #023474,90.0,0.3,0
4943,Arsenal,0,0.1,Granit Xhaka,2017-12-02,#ef0107 , #023474,70.0,0.6,0
4944,Arsenal,0,0.1,Danny Welbeck,2017-12-02,#ef0107 , #023474,20.0,0.0,0
4945,Arsenal,0,0.4,Aaron Ramsey,2017-12-02,#ef0107 , #023474,90.0,0.6,1
4946,Arsenal,0,0.0,Sead Kolašinac,2017-12-02,#ef0107 , #023474,76.0,0.0,0
4947,Arsenal,0,0.0,Olivier Giroud,2017-12-02,#ef0107 , #023474,14.0,0.0,0
4948,Arsenal,0,0.0,Héctor Bellerín,2017-12-02,#ef0107 , #023474,90.0,0.0,0
4949,Arsenal,0,0.0,Nacho Monreal,2017-12-02,#ef0107 , #023474,90.0,0.0,0
4950,Arsenal,0,0.0,Shkodran Mustafi,2017-12-02,#ef0107 , #023474,15.0,0.0,0
4951,Arsenal,0,0.4,Alex Iwobi,2017-12-02,#ef0107 , #023474,75.0,0.5,0
4952,Arsenal,0,0.0,Laurent Koscielny,2017-12-02,#ef0107 , #023474,90.0,0.2,0
4953,Arsenal,0,0.0,Petr Čech,2017-12-02,#ef0107 , #023474,90.0,0.0,0
4982,Arsenal,0,0.5,Alexandre Lacazette,2017-12-16,#ef0107 , #023474,73.0,0.2,0
4983,Arsenal,0,0.0,Olivier Giroud,2017-12-16,#ef0107 , #023474,17.0,0.2,0
4984,Arsenal,0,0.3,Alexis Sánchez,2017-12-16,#ef0107 , #023474,89.0,0.2,0
4985,Arsenal,0,0.0,Francis Coquelin,2017-12-16,#ef0107 , #023474,1.0,0.0,0
4986,Arsenal,0,0.1,Alex Iwobi,2017-12-16,#ef0107 , #023474,72.0,0.5,0
4987,Arsenal,0,0.0,Danny Welbeck,2017-12-16,#ef0107 , #023474,18.0,0.0,0
4988,Arsenal,0,0.2,Jack Wilshere,2017-12-16,#ef0107 , #023474,90.0,0.0,0
4989,Arsenal,1,0.1,Mesut Özil,2017-12-16,#ef0107 , #023474,90.0,0.3,0
4990,Arsenal,0,0.0,Granit Xhaka,2017-12-16,#ef0107 , #023474,90.0,0.0,0
4991,Arsenal,0,0.1,Ainsley Maitland-Niles,2017-12-16,#ef0107 , #023474,90.0,0.0,0
4992,Arsenal,0,0.0,Nacho Monreal,2017-12-16,#ef0107 , #023474,90.0,0.0,0
4993,Arsenal,0,0.0,Laurent Koscielny,2017-12-16,#ef0107 , #023474,90.0,0.0,0
4994,Arsenal,0,0.2,Héctor Bellerín,2017-12-16,#ef0107 , #023474,90.0,0.0,0
4995,Arsenal,0,0.0,Petr Čech,2017-12-16,#ef0107 , #023474,90.0,0.0,0
5052,Arsenal,1,0.4,Pierre-Emerick Aubameyang,2018-04-08,#ef0107 , #023474,71.0,0.1,0
5053,Arsenal,0,0.0,Alexandre Lacazette,2018-04-08,#ef0107 , #023474,19.0,0.0,0
5054,Arsenal,2,1.1,Danny Welbeck,2018-04-08,#ef0107 , #023474,90.0,0.2,1
5055,Arsenal,0,0.0,Reiss Nelson,2018-04-08,#ef0107 , #023474,64.0,0.0,0
5056,Arsenal,0,0.0,Jack Wilshere,2018-04-08,#ef0107 , #023474,26.0,0.8,0
5057,Arsenal,0,0.0,Alex Iwobi,2018-04-08,#ef0107 , #023474,90.0,0.3,2
5058,Arsenal,0,0.1,Granit Xhaka,2018-04-08,#ef0107 , #023474,90.0,0.1,0
5059,Arsenal,0,0.0,Mohamed Elneny,2018-04-08,#ef0107 , #023474,89.0,0.1,0
5060,Arsenal,0,0.0,Sead Kolašinac,2018-04-08,#ef0107 , #023474,90.0,0.0,0
5061,Arsenal,0,0.1,Calum Chambers,2018-04-08,#ef0107 , #023474,90.0,0.0,0
5062,Arsenal,0,0.0,Shkodran Mustafi,2018-04-08,#ef0107 , #023474,90.0,0.0,0
5063,Arsenal,0,0.0,Héctor Bellerín,2018-04-08,#ef0107 , #023474,74.0,0.0,0
5064,Arsenal,0,0.0,Rob Holding,2018-04-08,#ef0107 , #023474,16.0,0.0,0
5065,Arsenal,0,0.0,Petr Čech,2018-04-08,#ef0107 , #023474,90.0,0.0,0
5094,Arsenal,2,1.1,Pierre-Emerick Aubameyang,2018-04-01,#ef0107 , #023474,90.0,0.0,0
5095,Arsenal,0,0.0,Danny Welbeck,2018-04-01,#ef0107 , #023474,61.0,0.0,0
5096,Arsenal,1,0.8,Alexandre Lacazette,2018-04-01,#ef0107 , #023474,29.0,0.0,0
5097,Arsenal,0,0.0,Mesut Özil,2018-04-01,#ef0107 , #023474,90.0,0.6,0
5098,Arsenal,0,0.1,Jack Wilshere,2018-04-01,#ef0107 , #023474,76.0,0.1,0
5099,Arsenal,0,0.1,Henrikh Mkhitaryan,2018-04-01,#ef0107 , #023474,14.0,0.0,0
5100,Arsenal,0,0.3,Aaron Ramsey,2018-04-01,#ef0107 , #023474,90.0,0.1,0
5101,Arsenal,0,0.2,Mohamed Elneny,2018-04-01,#ef0107 , #023474,76.0,0.0,0
5102,Arsenal,0,0.0,Granit Xhaka,2018-04-01,#ef0107 , #023474,14.0,0.2,0
5103,Arsenal,0,0.3,Nacho Monreal,2018-04-01,#ef0107 , #023474,90.0,0.0,0
5104,Arsenal,0,0.7,Calum Chambers,2018-04-01,#ef0107 , #023474,90.0,0.0,0
5105,Arsenal,0,0.0,Shkodran Mustafi,2018-04-01,#ef0107 , #023474,90.0,0.0,0
5106,Arsenal,0,0.0,Héctor Bellerín,2018-04-01,#ef0107 , #023474,90.0,0.2,0
5107,Arsenal,0,0.0,David Ospina,2018-04-01,#ef0107 , #023474,90.0,0.0,0
5108,Arsenal,0,0.1,Alexandre Lacazette,2017-10-28,#ef0107 , #023474,81.0,0.1,0
5109,Arsenal,0,0.2,Olivier Giroud,2017-10-28,#ef0107 , #023474,9.0,0.0,0
5110,Arsenal,0,0.1,Alexis Sánchez,2017-10-28,#ef0107 , #023474,90.0,0.3,0
5111,Arsenal,0,0.1,Mesut Özil,2017-10-28,#ef0107 , #023474,90.0,0.4,1
5112,Arsenal,1,0.2,Sead Kolašinac,2017-10-28,#ef0107 , #023474,78.0,0.2,1
5113,Arsenal,0,0.0,Rob Holding,2017-10-28,#ef0107 , #023474,12.0,0.0,0
5114,Arsenal,0,0.0,Granit Xhaka,2017-10-28,#ef0107 , #023474,90.0,0.0,0
5115,Arsenal,1,0.5,Aaron Ramsey,2017-10-28,#ef0107 , #023474,90.0,0.2,0
5116,Arsenal,0,0.2,Héctor Bellerín,2017-10-28,#ef0107 , #023474,90.0,0.1,0
5117,Arsenal,0,0.0,Nacho Monreal,2017-10-28,#ef0107 , #023474,90.0,0.2,0
5118,Arsenal,0,0.0,Per Mertesacker,2017-10-28,#ef0107 , #023474,90.0,0.0,0
5119,Arsenal,0,0.1,Laurent Koscielny,2017-10-28,#ef0107 , #023474,90.0,0.0,0
5120,Arsenal,0,0.0,Petr Čech,2017-10-28,#ef0107 , #023474,90.0,0.0,0
5121,Arsenal,0,0.1,Alexandre Lacazette,2017-11-18,#ef0107 , #023474,73.0,0.5,1
5122,Arsenal,0,0.0,Francis Coquelin,2017-11-18,#ef0107 , #023474,17.0,0.2,0
5123,Arsenal,1,1.0,Alexis Sánchez,2017-11-18,#ef0107 , #023474,90.0,0.2,0
5124,Arsenal,0,0.0,Mesut Özil,2017-11-18,#ef0107 , #023474,84.0,0.3,1
5125,Arsenal,0,0.1,Alex Iwobi,2017-11-18,#ef0107 , #023474,6.0,0.0,0
5126,Arsenal,0,0.0,Sead Kolašinac,2017-11-18,#ef0107 , #023474,90.0,0.0,0
5127,Arsenal,0,0.1,Granit Xhaka,2017-11-18,#ef0107 , #023474,90.0,0.0,0
5128,Arsenal,0,0.0,Aaron Ramsey,2017-11-18,#ef0107 , #023474,90.0,0.0,0
5129,Arsenal,0,0.0,Héctor Bellerín,2017-11-18,#ef0107 , #023474,90.0,0.0,0
5130,Arsenal,0,0.0,Nacho Monreal,2017-11-18,#ef0107 , #023474,90.0,0.0,0
5131,Arsenal,1,0.1,Shkodran Mustafi,2017-11-18,#ef0107 , #023474,90.0,0.0,0
5132,Arsenal,0,0.0,Laurent Koscielny,2017-11-18,#ef0107 , #023474,90.0,0.0,0
5133,Arsenal,0,0.0,Petr Čech,2017-11-18,#ef0107 , #023474,90.0,0.0,0
5161,Arsenal,1,1.0,Pierre-Emerick Aubameyang,2018-03-11,#ef0107 , #023474,90.0,0.1,1
5162,Arsenal,0,0.0,Alex Iwobi,2018-03-11,#ef0107 , #023474,66.0,0.0,0
5163,Arsenal,0,0.1,Danny Welbeck,2018-03-11,#ef0107 , #023474,24.0,0.0,0
5164,Arsenal,1,0.1,Henrikh Mkhitaryan,2018-03-11,#ef0107 , #023474,78.0,0.3,1
5165,Arsenal,0,0.0,Jack Wilshere,2018-03-11,#ef0107 , #023474,12.0,0.1,0
5166,Arsenal,0,0.4,Mesut Özil,2018-03-11,#ef0107 , #023474,90.0,0.3,1
5167,Arsenal,0,0.0,Granit Xhaka,2018-03-11,#ef0107 , #023474,90.0,0.0,0
5168,Arsenal,0,0.0,Mohamed Elneny,2018-03-11,#ef0107 , #023474,90.0,0.4,0
5169,Arsenal,0,0.0,Sead Kolašinac,2018-03-11,#ef0107 , #023474,90.0,0.5,0
5170,Arsenal,0,0.0,Rob Holding,2018-03-11,#ef0107 , #023474,90.0,0.0,0
5171,Arsenal,1,0.1,Shkodran Mustafi,2018-03-11,#ef0107 , #023474,73.0,0.0,0
5172,Arsenal,0,0.0,Calum Chambers,2018-03-11,#ef0107 , #023474,17.0,0.0,0
5173,Arsenal,0,0.0,Ainsley Maitland-Niles,2018-03-11,#ef0107 , #023474,90.0,0.0,0
5174,Arsenal,0,0.0,Petr Čech,2018-03-11,#ef0107 , #023474,90.0,0.0,0
5204,Arsenal,2,1.5,Alexandre Lacazette,2017-09-25,#ef0107 , #023474,83.0,0.0,0
5205,Arsenal,0,0.0,Olivier Giroud,2017-09-25,#ef0107 , #023474,7.0,0.1,0
5206,Arsenal,0,0.3,Alexis Sánchez,2017-09-25,#ef0107 , #023474,83.0,0.3,0
5207,Arsenal,0,0.0,Mesut Özil,2017-09-25,#ef0107 , #023474,7.0,0.0,0
5208,Arsenal,0,0.1,Aaron Ramsey,2017-09-25,#ef0107 , #023474,90.0,0.0,0
5209,Arsenal,0,0.0,Ainsley Maitland-Niles,2017-09-25,#ef0107 , #023474,0.0,0.0,0
5210,Arsenal,0,0.0,Sead Kolašinac,2017-09-25,#ef0107 , #023474,90.0,0.0,0
5211,Arsenal,0,0.0,Héctor Bellerín,2017-09-25,#ef0107 , #023474,90.0,0.1,0
5212,Arsenal,0,0.2,Granit Xhaka,2017-09-25,#ef0107 , #023474,90.0,0.1,0
5213,Arsenal,0,0.0,Mohamed Elneny,2017-09-25,#ef0107 , #023474,90.0,0.1,0
5214,Arsenal,0,0.0,Nacho Monreal,2017-09-25,#ef0107 , #023474,90.0,0.0,0
5215,Arsenal,0,0.1,Shkodran Mustafi,2017-09-25,#ef0107 , #023474,90.0,0.0,0
5216,Arsenal,0,0.0,Laurent Koscielny,2017-09-25,#ef0107 , #023474,90.0,0.0,0
5217,Arsenal,0,0.0,Petr Čech,2017-09-25,#ef0107 , #023474,90.0,0.0,0
5218,Arsenal,2,0.4,Alexandre Lacazette,2018-04-22,#ef0107 , #023474,90.0,0.0,0
5219,Arsenal,0,0.2,Danny Welbeck,2018-04-22,#ef0107 , #023474,88.0,0.2,0
5220,Arsenal,0,0.0,Calum Chambers,2018-04-22,#ef0107 , #023474,2.0,0.0,0
5221,Arsenal,0,0.0,Alex Iwobi,2018-04-22,#ef0107 , #023474,70.0,0.0,0
5222,Arsenal,0,0.1,Pierre-Emerick Aubameyang,2018-04-22,#ef0107 , #023474,20.0,0.1,1
5223,Arsenal,1,0.2,Aaron Ramsey,2018-04-22,#ef0107 , #023474,90.0,0.4,1
5224,Arsenal,0,0.1,Granit Xhaka,2018-04-22,#ef0107 , #023474,90.0,0.2,1
5225,Arsenal,0,0.0,Mohamed Elneny,2018-04-22,#ef0107 , #023474,45.0,0.0,0
5226,Arsenal,0,0.0,Ainsley Maitland-Niles,2018-04-22,#ef0107 , #023474,45.0,0.0,0
5227,Arsenal,1,0.2,Nacho Monreal,2018-04-22,#ef0107 , #023474,90.0,0.0,0
5228,Arsenal,0,0.1,Laurent Koscielny,2018-04-22,#ef0107 , #023474,90.0,0.0,0
5229,Arsenal,0,0.0,Shkodran Mustafi,2018-04-22,#ef0107 , #023474,90.0,0.0,0
5230,Arsenal,0,0.1,Héctor Bellerín,2018-04-22,#ef0107 , #023474,90.0,0.1,0
5231,Arsenal,0,0.0,David Ospina,2018-04-22,#ef0107 , #023474,90.0,0.0,0
5303,Arsenal,0,0.0,Alexandre Lacazette,2018-01-14,#ef0107 , #023474,90.0,0.4,0
5304,Arsenal,0,0.3,Danny Welbeck,2018-01-14,#ef0107 , #023474,90.0,0.0,0
5305,Arsenal,0,0.1,Alex Iwobi,2018-01-14,#ef0107 , #023474,76.0,0.5,1
5306,Arsenal,0,0.0,Theo Walcott,2018-01-14,#ef0107 , #023474,14.0,0.0,0
