,Squad,Gls,xG,Player,DateParse,P_color,S_color,Min,xA,Ast
131233,Swansea City,0,0.4,Tammy Abraham,2018-05-13,#ffffff ,#000000,33.0,0.0,0
131234,Swansea City,0,0.1,Tom Carroll,2018-05-13,#ffffff ,#000000,90.0,0.3,0
131235,Swansea City,1,0.2,Andy King,2018-05-13,#ffffff ,#000000,58.0,0.0,0
131236,Swansea City,0,0.0,Leon Britton,2018-05-13,#ffffff ,#000000,32.0,0.0,0
131237,Swansea City,0,0.0,Nathan Dyer,2018-05-13,#ffffff ,#000000,68.0,0.0,0
131238,Swansea City,0,0.8,Sam Clucas,2018-05-13,#ffffff ,#000000,22.0,0.1,0
131239,Swansea City,0,0.0,Martin Olsson,2018-05-13,#ffffff ,#000000,90.0,0.1,0
131240,Swansea City,0,0.0,Alfie Mawson,2018-05-13,#ffffff ,#000000,90.0,0.0,0
131241,Swansea City,0,0.2,Mike van der Hoorn,2018-05-13,#ffffff ,#000000,90.0,0.1,0
131242,Swansea City,0,0.0,Àngel Rangel,2018-05-13,#ffffff ,#000000,90.0,0.1,0
131243,Swansea City,0,0.0,Łukasz Fabiański,2018-05-13,#ffffff ,#000000,90.0,0.0,0
131244,Swansea City,0,0.0,Jordan Ayew,2018-01-02,#ffffff ,#000000,90.0,0.0,0
131245,Swansea City,0,0.0,Nathan Dyer,2018-01-02,#ffffff ,#000000,70.0,0.1,0
131246,Swansea City,0,0.0,Oliver McBurnie,2018-01-02,#ffffff ,#000000,20.0,0.0,0
131247,Swansea City,0,0.0,Tom Carroll,2018-01-02,#ffffff ,#000000,78.0,0.0,0
131248,Swansea City,0,0.0,Wayne Routledge,2018-01-02,#ffffff ,#000000,12.0,0.0,0
131249,Swansea City,0,0.0,Sam Clucas,2018-01-02,#ffffff ,#000000,90.0,0.0,0
131250,Swansea City,0,0.1,Renato Sanches,2018-01-02,#ffffff ,#000000,90.0,0.2,0
131251,Swansea City,0,0.1,Martin Olsson,2018-01-02,#ffffff ,#000000,90.0,0.0,0
131252,Swansea City,0,0.1,Alfie Mawson,2018-01-02,#ffffff ,#000000,90.0,0.0,0
131253,Swansea City,0,0.0,Federico Fernández,2018-01-02,#ffffff ,#000000,90.0,0.0,0
131254,Swansea City,0,0.0,Mike van der Hoorn,2018-01-02,#ffffff ,#000000,90.0,0.0,0
131255,Swansea City,0,0.0,Àngel Rangel,2018-01-02,#ffffff ,#000000,53.0,0.0,0
131256,Swansea City,0,0.2,Luciano Narsingh,2018-01-02,#ffffff ,#000000,37.0,0.0,0
131257,Swansea City,0,0.0,Łukasz Fabiański,2018-01-02,#ffffff ,#000000,90.0,0.0,0
131258,Swansea City,0,0.4,Wilfried Bony,2017-09-23,#ffffff ,#000000,85.0,0.0,0
131259,Swansea City,0,0.0,Renato Sanches,2017-09-23,#ffffff ,#000000,5.0,0.0,0
131260,Swansea City,0,0.0,Jordan Ayew,2017-09-23,#ffffff ,#000000,90.0,0.0,0
131261,Swansea City,0,0.1,Tom Carroll,2017-09-23,#ffffff ,#000000,90.0,0.5,0
131262,Swansea City,0,0.0,Sam Clucas,2017-09-23,#ffffff ,#000000,45.0,0.0,0
131263,Swansea City,0,0.0,Roque Mesa,2017-09-23,#ffffff ,#000000,45.0,0.1,0
131264,Swansea City,0,0.3,Leroy Fer,2017-09-23,#ffffff ,#000000,90.0,0.0,0
131265,Swansea City,0,0.0,Martin Olsson,2017-09-23,#ffffff ,#000000,90.0,0.1,0
131266,Swansea City,0,0.0,Kyle Naughton,2017-09-23,#ffffff ,#000000,90.0,0.0,0
131267,Swansea City,0,0.1,Alfie Mawson,2017-09-23,#ffffff ,#000000,90.0,0.0,0
131268,Swansea City,0,0.0,Federico Fernández,2017-09-23,#ffffff ,#000000,90.0,0.0,0
131269,Swansea City,0,0.0,Mike van der Hoorn,2017-09-23,#ffffff ,#000000,45.0,0.0,0
131270,Swansea City,1,0.6,Tammy Abraham,2017-09-23,#ffffff ,#000000,45.0,0.0,0
131271,Swansea City,0,0.0,Łukasz Fabiański,2017-09-23,#ffffff ,#000000,90.0,0.0,0
131272,Swansea City,1,0.2,Wilfried Bony,2017-12-09,#ffffff ,#000000,90.0,0.0,0
131273,Swansea City,0,0.0,Wayne Routledge,2017-12-09,#ffffff ,#000000,56.0,0.2,0
131274,Swansea City,0,0.2,Jordan Ayew,2017-12-09,#ffffff ,#000000,34.0,0.0,0
131275,Swansea City,0,0.0,Nathan Dyer,2017-12-09,#ffffff ,#000000,65.0,0.0,0
131276,Swansea City,0,0.0,Luciano Narsingh,2017-12-09,#ffffff ,#000000,25.0,0.3,0
131277,Swansea City,0,0.1,Tom Carroll,2017-12-09,#ffffff ,#000000,76.0,0.1,0
131278,Swansea City,0,0.5,Tammy Abraham,2017-12-09,#ffffff ,#000000,14.0,0.0,0
131279,Swansea City,0,0.0,Ki Sung-yueng,2017-12-09,#ffffff ,#000000,90.0,0.4,0
131280,Swansea City,0,0.0,Roque Mesa,2017-12-09,#ffffff ,#000000,90.0,0.0,0
131281,Swansea City,0,0.0,Martin Olsson,2017-12-09,#ffffff ,#000000,90.0,0.0,0
131282,Swansea City,0,0.4,Alfie Mawson,2017-12-09,#ffffff ,#000000,90.0,0.0,0
131283,Swansea City,0,0.0,Mike van der Hoorn,2017-12-09,#ffffff ,#000000,90.0,0.0,0
131284,Swansea City,0,0.0,Kyle Naughton,2017-12-09,#ffffff ,#000000,90.0,0.0,0
131285,Swansea City,0,0.0,Łukasz Fabiański,2017-12-09,#ffffff ,#000000,90.0,0.0,0
131286,Swansea City,1,0.8,Jordan Ayew,2018-03-03,#ffffff ,#000000,90.0,0.1,0
131287,Swansea City,0,0.1,Sam Clucas,2018-03-03,#ffffff ,#000000,90.0,0.2,0
131288,Swansea City,0,0.0,Tammy Abraham,2018-03-03,#ffffff ,#000000,0.0,0.0,0
131289,Swansea City,0,0.2,André Ayew,2018-03-03,#ffffff ,#000000,78.0,0.1,1
131290,Swansea City,0,0.0,Nathan Dyer,2018-03-03,#ffffff ,#000000,12.0,0.0,0
131291,Swansea City,1,0.1,Ki Sung-yueng,2018-03-03,#ffffff ,#000000,90.0,0.1,1
131292,Swansea City,1,0.6,Andy King,2018-03-03,#ffffff ,#000000,81.0,0.1,0
131293,Swansea City,0,0.0,Tom Carroll,2018-03-03,#ffffff ,#000000,9.0,0.0,0
131294,Swansea City,0,0.0,Martin Olsson,2018-03-03,#ffffff ,#000000,90.0,0.0,0
131295,Swansea City,0,0.0,Kyle Naughton,2018-03-03,#ffffff ,#000000,90.0,0.1,0
131296,Swansea City,0,0.0,Alfie Mawson,2018-03-03,#ffffff ,#000000,90.0,0.0,0
131297,Swansea City,0,0.3,Federico Fernández,2018-03-03,#ffffff ,#000000,90.0,0.0,0
131298,Swansea City,1,0.1,Mike van der Hoorn,2018-03-03,#ffffff ,#000000,90.0,0.0,0
131299,Swansea City,0,0.0,Łukasz Fabiański,2018-03-03,#ffffff ,#000000,90.0,0.0,0
131300,Swansea City,0,0.0,Tammy Abraham,2017-09-16,#ffffff ,#000000,72.0,0.0,0
131301,Swansea City,0,0.0,Wilfried Bony,2017-09-16,#ffffff ,#000000,18.0,0.0,0
131302,Swansea City,0,0.0,Jordan Ayew,2017-09-16,#ffffff ,#000000,90.0,0.0,0
131303,Swansea City,0,0.0,Martin Olsson,2017-09-16,#ffffff ,#000000,90.0,0.0,0
131304,Swansea City,0,0.0,Tom Carroll,2017-09-16,#ffffff ,#000000,90.0,0.1,0
131305,Swansea City,0,0.0,Sam Clucas,2017-09-16,#ffffff ,#000000,90.0,0.0,0
131306,Swansea City,0,0.0,Renato Sanches,2017-09-16,#ffffff ,#000000,58.0,0.0,0
131307,Swansea City,0,0.0,Leroy Fer,2017-09-16,#ffffff ,#000000,32.0,0.0,0
131308,Swansea City,0,0.0,Kyle Naughton,2017-09-16,#ffffff ,#000000,90.0,0.0,0
131309,Swansea City,0,0.0,Alfie Mawson,2017-09-16,#ffffff ,#000000,90.0,0.0,0
131310,Swansea City,0,0.0,Federico Fernández,2017-09-16,#ffffff ,#000000,90.0,0.0,0
131311,Swansea City,0,0.1,Mike van der Hoorn,2017-09-16,#ffffff ,#000000,85.0,0.0,0
131312,Swansea City,0,0.0,Wayne Routledge,2017-09-16,#ffffff ,#000000,5.0,0.0,0
131313,Swansea City,0,0.0,Łukasz Fabiański,2017-09-16,#ffffff ,#000000,90.0,0.0,0
131314,Swansea City,1,0.5,Jordan Ayew,2017-12-30,#ffffff ,#000000,90.0,0.1,0
131315,Swansea City,0,0.0,Tammy Abraham,2017-12-30,#ffffff ,#000000,57.0,0.0,0
131316,Swansea City,0,0.0,Oliver McBurnie,2017-12-30,#ffffff ,#000000,33.0,0.5,1
131317,Swansea City,0,0.0,Renato Sanches,2017-12-30,#ffffff ,#000000,90.0,0.0,0
131318,Swansea City,0,0.0,Sam Clucas,2017-12-30,#ffffff ,#000000,81.0,0.0,0
131319,Swansea City,0,0.0,Nathan Dyer,2017-12-30,#ffffff ,#000000,9.0,0.0,0
131320,Swansea City,0,0.0,Tom Carroll,2017-12-30,#ffffff ,#000000,90.0,0.1,0
131321,Swansea City,0,0.1,Roque Mesa,2017-12-30,#ffffff ,#000000,45.0,0.0,0
131322,Swansea City,1,0.7,Luciano Narsingh,2017-12-30,#ffffff ,#000000,45.0,0.0,0
131323,Swansea City,0,0.0,Martin Olsson,2017-12-30,#ffffff ,#000000,90.0,0.0,0
131324,Swansea City,0,0.0,Alfie Mawson,2017-12-30,#ffffff ,#000000,90.0,0.0,0
131325,Swansea City,0,0.0,Federico Fernández,2017-12-30,#ffffff ,#000000,90.0,0.0,0
131326,Swansea City,0,0.0,Kyle Naughton,2017-12-30,#ffffff ,#000000,90.0,0.0,0
131327,Swansea City,0,0.0,Łukasz Fabiański,2017-12-30,#ffffff ,#000000,90.0,0.0,0
131328,Swansea City,1,0.1,Tammy Abraham,2018-04-07,#ffffff ,#000000,90.0,0.0,0
131329,Swansea City,0,0.0,Sam Clucas,2018-04-07,#ffffff ,#000000,90.0,0.5,1
131330,Swansea City,0,0.0,Tom Carroll,2018-04-07,#ffffff ,#000000,90.0,0.0,0
131331,Swansea City,0,0.0,Andy King,2018-04-07,#ffffff ,#000000,61.0,0.0,0
131332,Swansea City,0,0.0,Nathan Dyer,2018-04-07,#ffffff ,#000000,29.0,0.0,0
131333,Swansea City,0,0.4,André Ayew,2018-04-07,#ffffff ,#000000,85.0,0.0,0
131334,Swansea City,0,0.0,Ki Sung-yueng,2018-04-07,#ffffff ,#000000,5.0,0.0,0
131335,Swansea City,0,0.0,Martin Olsson,2018-04-07,#ffffff ,#000000,90.0,0.0,0
131336,Swansea City,0,0.0,Alfie Mawson,2018-04-07,#ffffff ,#000000,90.0,0.1,0
131337,Swansea City,0,0.0,Federico Fernández,2018-04-07,#ffffff ,#000000,90.0,0.0,0
131338,Swansea City,0,0.0,Mike van der Hoorn,2018-04-07,#ffffff ,#000000,45.0,0.0,0
131339,Swansea City,0,0.0,Kyle Bartley,2018-04-07,#ffffff ,#000000,45.0,0.0,0
131340,Swansea City,0,0.1,Kyle Naughton,2018-04-07,#ffffff ,#000000,90.0,0.0,0
131341,Swansea City,0,0.0,Łukasz Fabiański,2018-04-07,#ffffff ,#000000,90.0,0.0,0
131342,Swansea City,0,0.0,Wilfried Bony,2017-09-30,#ffffff ,#000000,45.0,0.0,0
131343,Swansea City,0,0.0,Leroy Fer,2017-09-30,#ffffff ,#000000,45.0,0.0,0
131344,Swansea City,0,0.1,Tammy Abraham,2017-09-30,#ffffff ,#000000,90.0,0.0,0
131345,Swansea City,0,0.0,Jordan Ayew,2017-09-30,#ffffff ,#000000,90.0,0.0,0
131346,Swansea City,0,0.1,Tom Carroll,2017-09-30,#ffffff ,#000000,90.0,0.1,0
131347,Swansea City,0,0.0,Renato Sanches,2017-09-30,#ffffff ,#000000,90.0,0.1,0
131348,Swansea City,0,0.0,Leon Britton,2017-09-30,#ffffff ,#000000,69.0,0.0,0
131349,Swansea City,0,0.0,Roque Mesa,2017-09-30,#ffffff ,#000000,21.0,0.0,0
131350,Swansea City,0,0.0,Martin Olsson,2017-09-30,#ffffff ,#000000,87.0,0.0,0
131351,Swansea City,0,0.0,Sam Clucas,2017-09-30,#ffffff ,#000000,3.0,0.0,0
131352,Swansea City,0,0.0,Alfie Mawson,2017-09-30,#ffffff ,#000000,90.0,0.0,0
131353,Swansea City,0,0.0,Federico Fernández,2017-09-30,#ffffff ,#000000,90.0,0.0,0
131354,Swansea City,0,0.0,Kyle Naughton,2017-09-30,#ffffff ,#000000,90.0,0.0,0
131355,Swansea City,0,0.0,Łukasz Fabiański,2017-09-30,#ffffff ,#000000,90.0,0.0,0
132946,Tottenham,0,0.1,Dele Alli,2017-11-18,#fafafa , #132257,75.0,0.0,0
132947,Tottenham,0,0.3,Son Heung-min,2017-11-18,#fafafa , #132257,15.0,0.0,0
132948,Tottenham,0,0.5,Harry Kane,2017-11-18,#fafafa , #132257,75.0,0.0,0
132949,Tottenham,0,0.0,Fernando Llorente,2017-11-18,#fafafa , #132257,15.0,0.2,0
132950,Tottenham,0,0.1,Christian Eriksen,2017-11-18,#fafafa , #132257,90.0,0.1,0
132951,Tottenham,0,0.0,Mousa Dembélé,2017-11-18,#fafafa , #132257,62.0,0.2,0
132952,Tottenham,0,0.0,Harry Winks,2017-11-18,#fafafa , #132257,28.0,0.0,0
132953,Tottenham,0,0.0,Moussa Sissoko,2017-11-18,#fafafa , #132257,90.0,0.1,0
132954,Tottenham,0,0.0,Ben Davies,2017-11-18,#fafafa , #132257,90.0,0.1,0
132955,Tottenham,0,0.0,Kieran Trippier,2017-11-18,#fafafa , #132257,90.0,0.0,0
132956,Tottenham,0,0.0,Jan Vertonghen,2017-11-18,#fafafa , #132257,90.0,0.1,0
132957,Tottenham,0,0.0,Eric Dier,2017-11-18,#fafafa , #132257,90.0,0.0,0
132958,Tottenham,0,0.0,Davinson Sánchez,2017-11-18,#fafafa , #132257,90.0,0.0,0
132959,Tottenham,0,0.0,Hugo Lloris,2017-11-18,#fafafa , #132257,90.0,0.0,0
133001,Tottenham,0,0.0,Harry Kane,2018-03-11,#fafafa , #132257,34.0,0.0,0
133002,Tottenham,0,0.0,Érik Lamela,2018-03-11,#fafafa , #132257,56.0,0.0,0
133003,Tottenham,2,1.2,Son Heung-min,2018-03-11,#fafafa , #132257,90.0,0.0,0
133004,Tottenham,0,0.1,Christian Eriksen,2018-03-11,#fafafa , #132257,90.0,0.7,1
133005,Tottenham,1,0.4,Dele Alli,2018-03-11,#fafafa , #132257,86.0,0.3,1
133006,Tottenham,0,0.0,Moussa Sissoko,2018-03-11,#fafafa , #132257,4.0,0.2,0
133007,Tottenham,0,0.0,Mousa Dembélé,2018-03-11,#fafafa , #132257,90.0,0.0,0
133008,Tottenham,0,0.0,Victor Wanyama,2018-03-11,#fafafa , #132257,90.0,0.0,0
133009,Tottenham,0,0.0,Danny Rose,2018-03-11,#fafafa , #132257,81.0,0.1,0
133010,Tottenham,0,0.0,Kieran Trippier,2018-03-11,#fafafa , #132257,9.0,0.0,0
133011,Tottenham,0,0.1,Jan Vertonghen,2018-03-11,#fafafa , #132257,90.0,0.0,0
133012,Tottenham,0,0.0,Davinson Sánchez,2018-03-11,#fafafa , #132257,90.0,0.0,0
133013,Tottenham,1,0.1,Serge Aurier,2018-03-11,#fafafa , #132257,90.0,0.5,1
133014,Tottenham,0,0.0,Hugo Lloris,2018-03-11,#fafafa , #132257,90.0,0.0,0
133044,Tottenham,1,0.7,Harry Kane,2018-04-17,#fafafa , #132257,85.0,0.1,0
133045,Tottenham,0,0.0,Fernando Llorente,2018-04-17,#fafafa , #132257,5.0,0.0,0
133046,Tottenham,0,0.2,Son Heung-min,2018-04-17,#fafafa , #132257,90.0,0.5,1
133047,Tottenham,0,0.1,Lucas Moura,2018-04-17,#fafafa , #132257,74.0,0.1,0
133048,Tottenham,0,0.0,Érik Lamela,2018-04-17,#fafafa , #132257,16.0,0.0,0
133049,Tottenham,0,0.3,Christian Eriksen,2018-04-17,#fafafa , #132257,90.0,0.3,0
133050,Tottenham,0,0.0,Moussa Sissoko,2018-04-17,#fafafa , #132257,74.0,0.0,0
133051,Tottenham,0,0.0,Mousa Dembélé,2018-04-17,#fafafa , #132257,16.0,0.0,0
133052,Tottenham,0,0.0,Victor Wanyama,2018-04-17,#fafafa , #132257,90.0,0.0,0
133053,Tottenham,0,0.0,Ben Davies,2018-04-17,#fafafa , #132257,90.0,0.0,0
133054,Tottenham,0,0.0,Jan Vertonghen,2018-04-17,#fafafa , #132257,90.0,0.0,0
133055,Tottenham,0,0.0,Toby Alderweireld,2018-04-17,#fafafa , #132257,90.0,0.0,0
133056,Tottenham,0,0.0,Serge Aurier,2018-04-17,#fafafa , #132257,90.0,0.0,0
133057,Tottenham,0,0.0,Hugo Lloris,2018-04-17,#fafafa , #132257,90.0,0.0,0
133085,Tottenham,3,1.9,Harry Kane,2017-12-23,#fafafa , #132257,90.0,0.2,0
133086,Tottenham,0,0.5,Son Heung-min,2017-12-23,#fafafa , #132257,78.0,0.2,0
133087,Tottenham,0,0.0,Mousa Dembélé,2017-12-23,#fafafa , #132257,12.0,0.0,0
133088,Tottenham,0,0.2,Christian Eriksen,2017-12-23,#fafafa , #132257,90.0,0.4,0
133089,Tottenham,0,0.2,Dele Alli,2017-12-23,#fafafa , #132257,87.0,0.6,1
133090,Tottenham,0,0.0,Fernando Llorente,2017-12-23,#fafafa , #132257,3.0,0.0,0
133091,Tottenham,0,0.7,Moussa Sissoko,2017-12-23,#fafafa , #132257,90.0,0.4,1
133092,Tottenham,0,0.0,Eric Dier,2017-12-23,#fafafa , #132257,83.0,0.0,0
133093,Tottenham,0,0.0,Érik Lamela,2017-12-23,#fafafa , #132257,7.0,0.0,0
133094,Tottenham,0,0.0,Ben Davies,2017-12-23,#fafafa , #132257,90.0,0.1,0
133095,Tottenham,0,0.0,Jan Vertonghen,2017-12-23,#fafafa , #132257,90.0,0.0,0
133096,Tottenham,0,0.1,Davinson Sánchez,2017-12-23,#fafafa , #132257,90.0,0.0,0
133097,Tottenham,0,0.0,Serge Aurier,2017-12-23,#fafafa , #132257,90.0,0.4,0
133098,Tottenham,0,0.0,Hugo Lloris,2017-12-23,#fafafa , #132257,90.0,0.0,0
133140,Tottenham,0,0.2,Son Heung-min,2018-04-01,#fafafa , #132257,74.0,0.0,0
133141,Tottenham,0,0.0,Harry Kane,2018-04-01,#fafafa , #132257,16.0,0.0,0
133142,Tottenham,1,0.1,Christian Eriksen,2018-04-01,#fafafa , #132257,90.0,0.2,0
133143,Tottenham,0,0.0,Érik Lamela,2018-04-01,#fafafa , #132257,88.0,0.0,0
133144,Tottenham,0,0.0,Moussa Sissoko,2018-04-01,#fafafa , #132257,2.0,0.0,0
133145,Tottenham,2,0.6,Dele Alli,2018-04-01,#fafafa , #132257,90.0,0.0,0
133146,Tottenham,0,0.0,Mousa Dembélé,2018-04-01,#fafafa , #132257,90.0,0.0,0
133147,Tottenham,0,0.0,Eric Dier,2018-04-01,#fafafa , #132257,81.0,0.4,1
133148,Tottenham,0,0.0,Victor Wanyama,2018-04-01,#fafafa , #132257,9.0,0.0,0
133149,Tottenham,0,0.0,Ben Davies,2018-04-01,#fafafa , #132257,90.0,0.1,1
133150,Tottenham,0,0.1,Jan Vertonghen,2018-04-01,#fafafa , #132257,90.0,0.0,0
133151,Tottenham,0,0.0,Davinson Sánchez,2018-04-01,#fafafa , #132257,90.0,0.0,0
133152,Tottenham,0,0.0,Kieran Trippier,2018-04-01,#fafafa , #132257,90.0,0.0,0
133153,Tottenham,0,0.0,Hugo Lloris,2018-04-01,#fafafa , #132257,90.0,0.0,0
133182,Tottenham,1,1.0,Harry Kane,2018-02-25,#fafafa , #132257,90.0,0.0,0
133183,Tottenham,0,0.0,Érik Lamela,2018-02-25,#fafafa , #132257,66.0,0.0,0
133184,Tottenham,0,0.0,Lucas Moura,2018-02-25,#fafafa , #132257,24.0,0.0,0
133185,Tottenham,0,0.3,Christian Eriksen,2018-02-25,#fafafa , #132257,90.0,0.5,1
133186,Tottenham,0,0.0,Dele Alli,2018-02-25,#fafafa , #132257,90.0,0.0,0
133187,Tottenham,0,0.0,Mousa Dembélé,2018-02-25,#fafafa , #132257,80.0,0.0,0
133188,Tottenham,0,0.0,Son Heung-min,2018-02-25,#fafafa , #132257,10.0,0.0,0
133189,Tottenham,0,0.0,Victor Wanyama,2018-02-25,#fafafa , #132257,90.0,0.0,0
133190,Tottenham,0,0.1,Ben Davies,2018-02-25,#fafafa , #132257,90.0,0.0,0
133191,Tottenham,0,0.0,Eric Dier,2018-02-25,#fafafa , #132257,90.0,0.0,0
133192,Tottenham,0,0.0,Davinson Sánchez,2018-02-25,#fafafa , #132257,90.0,0.0,0
133193,Tottenham,0,0.0,Serge Aurier,2018-02-25,#fafafa , #132257,90.0,0.0,0
133194,Tottenham,0,0.0,Hugo Lloris,2018-02-25,#fafafa , #132257,90.0,0.0,0
133224,Tottenham,2,0.7,Harry Kane,2017-09-09,#fafafa , #132257,85.0,0.1,0
133225,Tottenham,0,0.0,Son Heung-min,2017-09-09,#fafafa , #132257,5.0,0.0,0
133226,Tottenham,0,0.0,Dele Alli,2017-09-09,#fafafa , #132257,90.0,0.0,0
133227,Tottenham,0,0.1,Ben Davies,2017-09-09,#fafafa , #132257,90.0,0.4,1
133228,Tottenham,1,0.6,Christian Eriksen,2017-09-09,#fafafa , #132257,71.0,0.1,0
133229,Tottenham,0,0.0,Mousa Dembélé,2017-09-09,#fafafa , #132257,19.0,0.0,0
133230,Tottenham,0,0.5,Moussa Sissoko,2017-09-09,#fafafa , #132257,78.0,0.0,0
133231,Tottenham,0,0.0,Harry Winks,2017-09-09,#fafafa , #132257,12.0,0.0,0
133232,Tottenham,0,0.0,Kieran Trippier,2017-09-09,#fafafa , #132257,90.0,0.3,1
133233,Tottenham,0,0.0,Eric Dier,2017-09-09,#fafafa , #132257,90.0,0.0,0
133234,Tottenham,0,0.0,Jan Vertonghen,2017-09-09,#fafafa , #132257,90.0,0.0,0
133235,Tottenham,0,0.0,Davinson Sánchez,2017-09-09,#fafafa , #132257,90.0,0.0,0
133236,Tottenham,0,0.0,Toby Alderweireld,2017-09-09,#fafafa , #132257,90.0,0.0,0
133237,Tottenham,0,0.0,Hugo Lloris,2017-09-09,#fafafa , #132257,90.0,0.0,0
133279,Tottenham,2,0.9,Harry Kane,2017-09-30,#fafafa , #132257,87.0,0.0,0
133280,Tottenham,0,0.0,Son Heung-min,2017-09-30,#fafafa , #132257,3.0,0.0,0
133281,Tottenham,0,0.6,Dele Alli,2017-09-30,#fafafa , #132257,90.0,0.2,0
133282,Tottenham,0,0.0,Christian Eriksen,2017-09-30,#fafafa , #132257,75.0,0.7,0
133283,Tottenham,1,0.4,Moussa Sissoko,2017-09-30,#fafafa , #132257,15.0,0.0,0
133284,Tottenham,0,0.1,Eric Dier,2017-09-30,#fafafa , #132257,90.0,0.2,0
133285,Tottenham,0,0.0,Harry Winks,2017-09-30,#fafafa , #132257,90.0,0.1,0
133286,Tottenham,1,0.4,Ben Davies,2017-09-30,#fafafa , #132257,90.0,0.4,1
133287,Tottenham,0,0.0,Kieran Trippier,2017-09-30,#fafafa , #132257,82.0,0.1,2
133288,Tottenham,0,0.0,Kyle Walker-Peters,2017-09-30,#fafafa , #132257,8.0,0.0,0
133289,Tottenham,0,0.0,Jan Vertonghen,2017-09-30,#fafafa , #132257,90.0,0.0,0
133290,Tottenham,0,0.1,Davinson Sánchez,2017-09-30,#fafafa , #132257,90.0,0.0,0
133291,Tottenham,0,0.0,Toby Alderweireld,2017-09-30,#fafafa , #132257,90.0,0.0,0
133292,Tottenham,0,0.0,Hugo Lloris,2017-09-30,#fafafa , #132257,90.0,0.0,0
133307,Tottenham,1,0.3,Harry Kane,2017-11-28,#fafafa , #132257,90.0,0.5,0
133308,Tottenham,0,0.5,Christian Eriksen,2017-11-28,#fafafa , #132257,77.0,0.4,0
133309,Tottenham,0,0.0,Érik Lamela,2017-11-28,#fafafa , #132257,13.0,0.2,1
133310,Tottenham,0,0.4,Dele Alli,2017-11-28,#fafafa , #132257,90.0,0.1,0
133311,Tottenham,0,0.0,Mousa Dembélé,2017-11-28,#fafafa , #132257,69.0,0.0,0
133312,Tottenham,0,0.5,Fernando Llorente,2017-11-28,#fafafa , #132257,21.0,0.0,0
133313,Tottenham,0,0.4,Moussa Sissoko,2017-11-28,#fafafa , #132257,57.0,0.0,0
133314,Tottenham,0,0.0,Son Heung-min,2017-11-28,#fafafa , #132257,33.0,0.1,0
133315,Tottenham,0,0.1,Danny Rose,2017-11-28,#fafafa , #132257,90.0,0.1,0
133316,Tottenham,0,0.0,Serge Aurier,2017-11-28,#fafafa , #132257,90.0,0.4,0
133317,Tottenham,0,0.0,Jan Vertonghen,2017-11-28,#fafafa , #132257,90.0,0.0,0
133318,Tottenham,0,0.1,Davinson Sánchez,2017-11-28,#fafafa , #132257,90.0,0.0,0
133319,Tottenham,0,0.1,Eric Dier,2017-11-28,#fafafa , #132257,90.0,0.0,0
133320,Tottenham,0,0.0,Hugo Lloris,2017-11-28,#fafafa , #132257,90.0,0.0,0
133349,Tottenham,0,0.2,Son Heung-min,2018-02-04,#fafafa , #132257,90.0,0.0,0
133350,Tottenham,0,0.0,Fernando Llorente,2018-02-04,#fafafa , #132257,0.0,0.0,0
133351,Tottenham,1,1.8,Harry Kane,2018-02-04,#fafafa , #132257,90.0,0.0,0
133352,Tottenham,0,0.0,Christian Eriksen,2018-02-04,#fafafa , #132257,90.0,0.3,0
133353,Tottenham,0,0.1,Dele Alli,2018-02-04,#fafafa , #132257,90.0,0.1,0
133354,Tottenham,0,0.0,Eric Dier,2018-02-04,#fafafa , #132257,90.0,0.0,0
133355,Tottenham,0,0.0,Mousa Dembélé,2018-02-04,#fafafa , #132257,79.0,0.0,0
133356,Tottenham,1,0.0,Victor Wanyama,2018-02-04,#fafafa , #132257,11.0,0.0,0
133357,Tottenham,0,0.0,Ben Davies,2018-02-04,#fafafa , #132257,90.0,0.0,0
133358,Tottenham,0,0.0,Jan Vertonghen,2018-02-04,#fafafa , #132257,90.0,0.0,0
133359,Tottenham,0,0.0,Davinson Sánchez,2018-02-04,#fafafa , #132257,71.0,0.0,0
133360,Tottenham,0,0.0,Érik Lamela,2018-02-04,#fafafa , #132257,19.0,0.0,0
133361,Tottenham,0,0.0,Kieran Trippier,2018-02-04,#fafafa , #132257,90.0,0.1,0
133362,Tottenham,0,0.0,Hugo Lloris,2018-02-04,#fafafa , #132257,90.0,0.0,0
133391,Tottenham,0,0.0,Son Heung-min,2017-12-16,#fafafa , #132257,77.0,0.0,0
133392,Tottenham,0,0.0,Érik Lamela,2017-12-16,#fafafa , #132257,13.0,0.0,0
133393,Tottenham,0,0.1,Harry Kane,2017-12-16,#fafafa , #132257,90.0,0.0,0
133394,Tottenham,0,0.0,Dele Alli,2017-12-16,#fafafa , #132257,84.0,0.0,0
133395,Tottenham,0,0.0,Moussa Sissoko,2017-12-16,#fafafa , #132257,6.0,0.0,0
133396,Tottenham,0,0.0,Harry Winks,2017-12-16,#fafafa , #132257,90.0,0.0,0
133397,Tottenham,0,0.0,Mousa Dembélé,2017-12-16,#fafafa , #132257,90.0,0.0,0
133398,Tottenham,1,0.1,Christian Eriksen,2017-12-16,#fafafa , #132257,90.0,0.1,0
133399,Tottenham,0,0.0,Danny Rose,2017-12-16,#fafafa , #132257,89.0,0.0,0
133400,Tottenham,0,0.0,Ben Davies,2017-12-16,#fafafa , #132257,1.0,0.0,0
133401,Tottenham,0,0.0,Jan Vertonghen,2017-12-16,#fafafa , #132257,90.0,0.0,0
