,latitude,longitude,proportion,start,radius
0,29.657,-82.979,1.0,2021-09-30 18:30:00,25.326376460450245
1,29.657,-82.979,0.8428049185776005,2021-10-02 18:30:00,25.961918888671565
2,29.602,-82.983,0.12495845795945497,2021-10-02 18:30:00,15.96863568264616
3,29.632,-83.122,0.0322366234629445,2021-10-02 18:30:00,10.059606039280853
4,29.657,-82.979,1.0,2021-10-03 18:30:00,26.112548162765943
5,29.657,-82.979,0.9795071662056827,2021-10-04 18:30:00,24.66580912743335
6,29.652,-82.372,0.020492833794317326,2021-10-04 18:30:00,52.7578056173982
7,29.652,-82.372,0.5243161094224924,2021-10-05 18:30:00,51.537585532124766
8,29.657,-82.979,0.2796352583586626,2021-10-05 18:30:00,23.250662695194517
9,29.663,-82.41,0.08814589665653495,2021-10-05 18:30:00,38.02471162361516
10,29.798,-82.954,0.05167173252279635,2021-10-05 18:30:00,27.30419887478969
11,29.615,-82.808,0.037993920972644375,2021-10-05 18:30:00,48.281728884344126
12,29.656,-82.39,0.0182370820668693,2021-10-05 18:30:00,24.35149355448213
13,29.657,-82.979,1.0,2021-10-06 18:30:00,26.63783567395214
14,29.657,-82.979,0.7710570089218206,2021-10-07 18:30:00,26.190250963967998
15,29.68,-82.979,0.15318312414940272,2021-10-07 18:30:00,24.417610200577958
16,29.662,-82.986,0.02343868138515046,2021-10-07 18:30:00,43.839056264515115
17,29.671,-82.983,0.022682594888855285,2021-10-07 18:30:00,48.20254481256956
18,29.675,-82.991,0.015272947225162559,2021-10-07 18:30:00,41.864948476878965
19,29.664,-82.982,0.014365643429608348,2021-10-07 18:30:00,10.999029783007016
20,29.657,-82.979,1.0,2021-10-08 18:30:00,25.858882216551024
21,29.657,-82.979,1.0,2021-10-09 18:30:00,26.953069381657976
22,29.657,-82.979,1.0,2021-10-10 18:30:00,26.417146560735127
23,29.657,-82.979,1.0,2021-10-11 18:30:00,26.420596022906437
24,29.657,-82.979,1.0,2021-10-12 18:30:00,26.113524884907953
25,29.657,-82.979,1.0,2021-10-13 18:30:00,27.421331190786045
26,29.657,-82.979,1.0,2021-10-14 18:30:00,26.768180634386795
27,29.657,-82.979,1.0,2021-10-15 18:30:00,26.183204288696245
28,29.657,-82.979,1.0,2021-10-16 18:30:00,26.394449041372102
29,29.657,-82.979,1.0,2021-10-17 18:30:00,24.184108550522467
30,29.657,-82.979,1.0,2021-10-18 18:30:00,24.96746631648555
31,29.657,-82.979,1.0,2021-10-19 18:30:00,26.50932539755751
32,29.657,-82.979,0.9435109045405792,2021-10-20 18:30:00,23.581776597999294
33,29.602,-82.983,0.05648909545942081,2021-10-20 18:30:00,20.022029945625597
34,29.657,-82.979,1.0,2021-10-21 18:30:00,21.862743142638855
35,29.657,-82.979,1.0,2021-10-22 18:30:00,24.052124969216678
36,29.657,-82.979,1.0,2021-10-23 18:30:00,24.733904188044445
37,29.657,-82.979,1.0,2021-10-24 18:30:00,22.413257982664753
38,29.657,-82.979,0.8222520107238606,2021-10-25 18:30:00,24.7726898067465
39,29.613,-82.342,0.1777479892761394,2021-10-25 18:30:00,38.827519157770595
40,29.657,-82.979,1.0,2021-10-26 18:30:00,25.499350218196888
41,29.657,-82.979,0.9526234750681037,2021-10-27 18:30:00,26.09276293580264
42,29.602,-82.983,0.047376524931896244,2021-10-27 18:30:00,22.10421573057671
43,29.657,-82.979,1.0,2021-10-28 18:30:00,26.745305412103164
44,29.657,-82.979,1.0,2021-10-29 18:30:00,25.086957204277983
45,29.657,-82.979,0.8744284206823778,2021-10-30 18:30:00,25.380948185955695
46,29.602,-82.983,0.09321139641224059,2021-10-30 18:30:00,15.584813300768735
47,29.633,-83.122,0.03236018290538164,2021-10-30 18:30:00,13.914893453294564
48,29.657,-82.979,1.0,2021-10-31 18:30:00,22.495443851519216
49,29.657,-82.979,0.98456943753111,2021-11-01 18:30:00,26.38825146252028
50,29.602,-82.981,0.015430562468889995,2021-11-01 18:30:00,38.956914116172825
51,29.657,-82.979,0.9126795752654591,2021-11-02 18:30:00,25.680431555077917
52,30.178,-82.701,0.06608369768894441,2021-11-02 18:30:00,40.22465383133672
53,30.182,-82.659,0.021236727045596503,2021-11-02 18:30:00,27.65907863798879
54,29.657,-82.979,0.9445358401880141,2021-11-03 18:30:00,26.03087292637895
55,29.602,-82.983,0.0554641598119859,2021-11-03 18:30:00,15.303100699504848
56,29.657,-82.979,1.0,2021-11-04 18:30:00,26.697988726799505
57,29.657,-82.979,1.0,2021-11-05 18:30:00,25.691554362011928
58,29.657,-82.979,0.8657132468791662,2021-11-06 18:30:00,25.438499687339277
59,29.602,-82.983,0.09610956247727548,2021-11-06 18:30:00,14.20154851336069
60,29.632,-83.122,0.03817719064355836,2021-11-06 18:30:00,9.45430160777271
61,29.657,-82.979,1.0,2021-11-07 18:30:00,25.307720627279704
62,29.657,-82.979,0.9643103448275862,2021-11-08 18:30:00,26.908045007839938
63,29.87,-82.854,0.03568965517241379,2021-11-08 18:30:00,36.34114989770321
64,29.657,-82.979,0.8046757164404222,2021-11-09 18:30:00,26.89540608239504
65,29.765,-82.866,0.17013574660633485,2021-11-09 18:30:00,35.71090879593245
66,29.87,-82.854,0.025188536953242836,2021-11-09 18:30:00,39.65820819872309
67,29.657,-82.979,0.9354838709677419,2021-11-10 18:30:00,26.22227082358354
68,29.559,-82.955,0.06451612903225806,2021-11-10 18:30:00,35.351893140434385
69,29.657,-82.979,1.0,2021-11-11 18:30:00,25.051213609384785
70,29.657,-82.979,1.0,2021-11-12 18:30:00,25.809687132933867
71,29.657,-82.979,1.0,2021-11-13 18:30:00,26.71519700332293
72,29.657,-82.979,1.0,2021-11-14 18:30:00,26.64078425299727
73,29.657,-82.979,0.9310585932037477,2021-11-15 18:30:00,26.164338795782722
74,28.952,-81.963,0.06894140679625227,2021-11-15 18:30:00,45.25196850431659
75,29.657,-82.979,0.9217628125773706,2021-11-16 18:30:00,25.701404675166334
76,30.18,-82.679,0.07823718742262936,2021-11-16 18:30:00,17.357266093387913
77,29.657,-82.979,0.8814306077491253,2021-11-17 18:30:00,26.477454072734886
78,29.602,-82.983,0.06336659323571336,2021-11-17 18:30:00,16.3534331643137
79,29.87,-82.854,0.04315148373720357,2021-11-17 18:30:00,38.78586261771578
80,30.181,-82.678,0.012051315277957756,2021-11-17 18:30:00,31.60359802883605
81,29.657,-82.979,1.0,2021-11-18 18:30:00,25.055505957984092
82,29.657,-82.979,1.0,2021-11-19 18:30:00,29.272145029298574
83,29.657,-82.979,0.8727723356544317,2021-11-20 18:30:00,26.436775584596145
84,29.602,-82.983,0.10208898855187065,2021-11-20 18:30:00,16.011144857906377
85,29.632,-83.122,0.025138675793697628,2021-11-20 18:30:00,8.38455051643892
86,29.657,-82.979,1.0,2021-11-21 18:30:00,25.508803278733488
87,29.657,-82.979,1.0,2021-11-22 18:30:00,27.255493444382452
88,29.657,-82.979,1.0,2021-11-23 18:30:00,27.666964657783435
89,29.657,-82.979,0.9373983739837398,2021-11-24 18:30:00,26.577592016881383
90,29.602,-82.983,0.06260162601626017,2021-11-24 18:30:00,17.42965030426663
91,29.657,-82.979,1.0,2021-11-25 18:30:00,27.088211115298304
92,29.657,-82.979,1.0,2021-11-26 18:30:00,28.278382592919332
93,29.657,-82.979,0.869173289052307,2021-11-27 18:30:00,26.97580834238853
94,29.602,-82.983,0.0934645949472186,2021-11-27 18:30:00,17.936412589154738
95,29.632,-83.122,0.03736211600047444,2021-11-27 18:30:00,9.730836693502745
96,29.657,-82.979,1.0,2021-11-28 18:30:00,26.516508301124226
97,29.657,-82.979,1.0,2021-11-29 18:30:00,26.425428286499887
98,29.657,-82.979,1.0,2021-11-30 18:30:00,27.212893677107346
99,29.657,-82.979,0.960901725959845,2021-12-01 18:30:00,27.39801987774681
100,29.602,-82.983,0.039098274040154986,2021-12-01 18:30:00,16.621950557351216
101,29.657,-82.979,1.0,2021-12-02 18:30:00,26.51867376122918
102,29.657,-82.979,1.0,2021-12-03 18:30:00,29.383768646485414
103,29.657,-82.979,1.0,2021-12-04 18:30:00,28.57658872068647
104,29.657,-82.979,1.0,2021-12-05 18:30:00,28.067828361044022
105,29.657,-82.979,1.0,2021-12-06 18:30:00,27.85793042525268
106,29.657,-82.979,1.0,2021-12-07 18:30:00,27.72825613767603
107,29.657,-82.979,0.9421770059213925,2021-12-08 18:30:00,28.42729493926176
108,29.602,-82.983,0.05782299407860748,2021-12-08 18:30:00,14.417647109507655
109,29.657,-82.979,1.0,2021-12-09 18:30:00,29.978425200346564
110,29.657,-82.979,1.0,2021-12-10 18:30:00,28.82578953454029
111,29.657,-82.979,0.8895565436846533,2021-12-11 18:30:00,26.09621277874162
112,29.602,-82.983,0.09013339742819372,2021-12-11 18:30:00,15.43521351928906
113,29.632,-83.122,0.020310058887152985,2021-12-11 18:30:00,8.6144535729478
114,29.657,-82.979,1.0,2021-12-12 18:30:00,28.033869250817503
115,29.657,-82.979,1.0,2021-12-13 18:30:00,27.933750638972533
116,29.657,-82.979,1.0,2021-12-14 18:30:00,26.801993114555838
117,29.657,-82.979,0.9169285421505671,2021-12-15 18:30:00,27.533190106823856
118,29.602,-82.983,0.08307145784943298,2021-12-15 18:30:00,14.233918855521653
119,29.657,-82.979,1.0,2021-12-16 18:30:00,27.307544208530423
